;t100;indep;t900;a201
641;2022-04;1;14367.2;Oel/Essig/Senf
642;2022-04;1;13015.956;Pasteten/Terrinen
643;2022-04;1;66361.674;Pilze
644;2022-04;1;193.8;Post/cargo
645;2022-04;1;73979.99;Teigw./Spätzli/Gnoc.
646;2022-05;0;248566.22;Convenience
647;2022-05;0;4037.144;Federwild
648;2022-05;0;3557392.8;Fisch
649;2022-05;0;2134953.927;Fleisch
650;2022-05;0;13597.4;Früchte
651;2022-05;0;1530538.34;Geflügel
652;2022-05;0;28531.65;Gemüse
653;2022-05;0;8649.42;Gesperrte Artikel
654;2022-05;0;115380.372;Haarwild
655;2022-05;0;4797.44;Kolonialwaren
656;2022-05;0;8766.421;Konserven divers
657;2022-05;0;1461816.882;Krusten/Sch-Weichtie
658;2022-05;0;94001.847;Milchprodukte
659;2022-05;0;2410.3;Non Food
660;2022-05;0;4143.088;Nordsee
661;2022-05;0;7361.45;Oel/Essig/Senf
662;2022-05;0;11879.097;Pasteten/Terrinen
663;2022-05;0;81612.79;Pilze
664;2022-05;0;415.8;Post/cargo
665;2022-05;0;48771.64;Teigw./Spätzli/Gnoc.
666;2022-05;1;37096.4;Bofrost
667;2022-05;1;437592.786;Convenience
668;2022-05;1;2933.316;Federwild
669;2022-05;1;3699008.316;Fisch
670;2022-05;1;1728771.804;Fleisch
671;2022-05;1;15006.3;Früchte
672;2022-05;1;1959198.964;Geflügel
673;2022-05;1;52491.45;Gemüse
674;2022-05;1;22956.832;Gesperrte Artikel
675;2022-05;1;73872.84;Haarwild
676;2022-05;1;7170.69;Kolonialwaren
677;2022-05;1;8991.399;Konserven divers
678;2022-05;1;1447883.647;Krusten/Sch-Weichtie
679;2022-05;1;110392.358;Milchprodukte
680;2022-05;1;59.8;Non Food
681;2022-05;1;29886.221;Nordsee
682;2022-05;1;17524.8;Oel/Essig/Senf
683;2022-05;1;14882.791;Pasteten/Terrinen
684;2022-05;1;75692.73;Pilze
685;2022-05;1;397.2;Post/cargo
686;2022-05;1;928.5;Sponsoring
687;2022-05;1;81641.48;Teigw./Spätzli/Gnoc.
688;2022-06;0;258360.69;Convenience
689;2022-06;0;5140.302;Federwild
690;2022-06;0;3870374.502;Fisch
691;2022-06;0;2014114.396;Fleisch
692;2022-06;0;14870.8;Früchte
693;2022-06;0;1541655.946;Geflügel
694;2022-06;0;27465.45;Gemüse
695;2022-06;0;9855.882;Gesperrte Artikel
696;2022-06;0;111250.884;Haarwild
697;2022-06;0;5841.37;Kolonialwaren
698;2022-06;0;6628.845;Konserven divers
699;2022-06;0;1524447.971;Krusten/Sch-Weichtie
700;2022-06;0;103922.276;Milchprodukte
701;2022-06;0;910.8;Non Food
702;2022-06;0;3062.658;Nordsee
703;2022-06;0;8816.9;Oel/Essig/Senf
704;2022-06;0;12319.113;Pasteten/Terrinen
705;2022-06;0;71138.85;Pilze
706;2022-06;0;529.6;Post/cargo
707;2022-06;0;0;Sponsoring
708;2022-06;0;56804.6;Teigw./Spätzli/Gnoc.
709;2022-06;1;2728.32;Bofrost
710;2022-06;1;479219.512;Convenience
711;2022-06;1;2533.216;Federwild
712;2022-06;1;3822784.487;Fisch
713;2022-06;1;1659617.872;Fleisch
714;2022-06;1;19986.55;Früchte
715;2022-06;1;1962410.49;Geflügel
716;2022-06;1;48398.1;Gemüse
717;2022-06;1;16932.185;Gesperrte Artikel
718;2022-06;1;54379.679;Haarwild
719;2022-06;1;7974.95;Kolonialwaren
720;2022-06;1;10150.6;Konserven divers
721;2022-06;1;1511184.21;Krusten/Sch-Weichtie
722;2022-06;1;136141.192;Milchprodukte
723;2022-06;1;897.1;Non Food
724;2022-06;1;35019.079;Nordsee
725;2022-06;1;13164.6;Oel/Essig/Senf
726;2022-06;1;15198.044;Pasteten/Terrinen
727;2022-06;1;57666.04;Pilze
728;2022-06;1;243;Post/cargo
729;2022-06;1;89227.315;Teigw./Spätzli/Gnoc.
730;2022-07;0;283539.031;Convenience
731;2022-07;0;2680.545;Federwild
732;2022-07;0;3933850.205;Fisch
733;2022-07;0;1963770.855;Fleisch
734;2022-07;0;13732.12;Früchte
735;2022-07;0;1584037.742;Geflügel
736;2022-07;0;25278.3;Gemüse
737;2022-07;0;22229.787;Gesperrte Artikel
738;2022-07;0;133620.595;Haarwild
739;2022-07;0;3839.87;Kolonialwaren
740;2022-07;0;8740.029;Konserven divers
741;2022-07;0;1576166.776;Krusten/Sch-Weichtie
742;2022-07;0;117722.512;Milchprodukte
743;2022-07;0;2258.8;Non Food
744;2022-07;0;4002.116;Nordsee
745;2022-07;0;8663.8;Oel/Essig/Senf
746;2022-07;0;14510.597;Pasteten/Terrinen
747;2022-07;0;89901.82;Pilze
748;2022-07;0;646.8;Post/cargo
749;2022-07;0;57873.02;Teigw./Spätzli/Gnoc.
750;2022-07;1;457854.74;Convenience
751;2022-07;1;4013.792;Federwild
752;2022-07;1;3715735.077;Fisch
753;2022-07;1;1673203.45;Fleisch
754;2022-07;1;20978.7;Früchte
755;2022-07;1;1879489.551;Geflügel
756;2022-07;1;42921.489;Gemüse
757;2022-07;1;54327.547;Gesperrte Artikel
758;2022-07;1;81685.685;Haarwild
759;2022-07;1;8216.45;Kolonialwaren
760;2022-07;1;10836.3;Konserven divers
761;2022-07;1;1538214.518;Krusten/Sch-Weichtie
762;2022-07;1;148602.747;Milchprodukte
763;2022-07;1;630;Non Food
764;2022-07;1;27143.455;Nordsee
765;2022-07;1;17304.9;Oel/Essig/Senf
766;2022-07;1;14770.535;Pasteten/Terrinen
767;2022-07;1;69177.08;Pilze
768;2022-07;1;329.2;Post/cargo
769;2022-07;1;0;Sponsoring
770;2022-07;1;70665.41;Teigw./Spätzli/Gnoc.
771;2022-08;0;291328.013;Convenience
772;2022-08;0;7964.568;Federwild
773;2022-08;0;3920175.982;Fisch
774;2022-08;0;2229763.308;Fleisch
775;2022-08;0;16996.25;Früchte
776;2022-08;0;1819959.171;Geflügel
777;2022-08;0;31993.217;Gemüse
778;2022-08;0;25545.38;Gesperrte Artikel
779;2022-08;0;262952.583;Haarwild
780;2022-08;0;7904.97;Kolonialwaren
781;2022-08;0;7494.627;Konserven divers
782;2022-08;0;1677593.961;Krusten/Sch-Weichtie
783;2022-08;0;114110.71;Milchprodukte
784;2022-08;0;1546.7;Non Food
785;2022-08;0;6905.696;Nordsee
786;2022-08;0;9942.8;Oel/Essig/Senf
787;2022-08;0;10569.289;Pasteten/Terrinen
788;2022-08;0;105444.11;Pilze
789;2022-08;0;573.2;Post/cargo
790;2022-08;0;64603.98;Teigw./Spätzli/Gnoc.
791;2022-08;1;8720;Bofrost
792;2022-08;1;479564.514;Convenience
793;2022-08;1;1809.157;Federwild
794;2022-08;1;3864702.205;Fisch
795;2022-08;1;1881614.127;Fleisch
796;2022-08;1;16620.95;Früchte
797;2022-08;1;2123607.439;Geflügel
798;2022-08;1;48956.15;Gemüse
799;2022-08;1;70923.819;Gesperrte Artikel
800;2022-08;1;111433.808;Haarwild
801;2022-08;1;9352.5;Kolonialwaren
802;2022-08;1;8094.7;Konserven divers
803;2022-08;1;1573112.59;Krusten/Sch-Weichtie
804;2022-08;1;148376.206;Milchprodukte
805;2022-08;1;1354;Non Food
806;2022-08;1;20864.553;Nordsee
807;2022-08;1;16245.7;Oel/Essig/Senf
808;2022-08;1;16534.348;Pasteten/Terrinen
809;2022-08;1;85076.39;Pilze
810;2022-08;1;766;Post/cargo
811;2022-08;1;78744.99;Teigw./Spätzli/Gnoc.
812;2022-09;0;250513.19;Convenience
813;2022-09;0;22558.003;Federwild
814;2022-09;0;3300183.823;Fisch
815;2022-09;0;1844584.071;Fleisch
816;2022-09;0;18029.4;Früchte
817;2022-09;0;1699364.02;Geflügel
818;2022-09;0;25250.925;Gemüse
819;2022-09;0;47050.501;Gesperrte Artikel
820;2022-09;0;728494.177;Haarwild
821;2022-09;0;5320.13;Kolonialwaren
822;2022-09;0;5913.542;Konserven divers
823;2022-09;0;1387830.465;Krusten/Sch-Weichtie
824;2022-09;0;90902.402;Milchprodukte
825;2022-09;0;2483.05;Non Food
826;2022-09;0;4774.28;Nordsee
827;2022-09;0;7608.1;Oel/Essig/Senf
828;2022-09;0;20847.62;Pasteten/Terrinen
829;2022-09;0;125592.703;Pilze
830;2022-09;0;242.4;Post/cargo
831;2022-09;0;69195.24;Teigw./Spätzli/Gnoc.
832;2022-09;1;2352;Bofrost
833;2022-09;1;500988.145;Convenience
834;2022-09;1;6595.855;Federwild
835;2022-09;1;3487058.633;Fisch
836;2022-09;1;1622146.376;Fleisch
837;2022-09;1;21479.73;Früchte
838;2022-09;1;2126620.263;Geflügel
839;2022-09;1;37935.756;Gemüse
840;2022-09;1;73341.107;Gesperrte Artikel
841;2022-09;1;419516.273;Haarwild
842;2022-09;1;9845.99;Kolonialwaren
843;2022-09;1;9825.336;Konserven divers
844;2022-09;1;1396725.202;Krusten/Sch-Weichtie
845;2022-09;1;110695.55;Milchprodukte
846;2022-09;1;2516.6;Non Food
847;2022-09;1;27790.933;Nordsee
848;2022-09;1;15546.3;Oel/Essig/Senf
849;2022-09;1;17602.735;Pasteten/Terrinen
850;2022-09;1;99333.2;Pilze
851;2022-09;1;769.6;Post/cargo
852;2022-09;1;112010.442;Teigw./Spätzli/Gnoc.
853;2022-10;0;226932.822;Convenience
854;2022-10;0;17221.998;Federwild
855;2022-10;0;2905441.2;Fisch
856;2022-10;0;1641859.474;Fleisch
857;2022-10;0;15650.9;Früchte
858;2022-10;0;1521718.834;Geflügel
859;2022-10;0;22734.55;Gemüse
860;2022-10;0;78360.314;Gesperrte Artikel
861;2022-10;0;723206.935;Haarwild
862;2022-10;0;5649.82;Kolonialwaren
863;2022-10;0;5207.61;Konserven divers
864;2022-10;0;1189682.25;Krusten/Sch-Weichtie
865;2022-10;0;72510.25;Milchprodukte
866;2022-10;0;424.5;Non Food
867;2022-10;0;1652.332;Nordsee
868;2022-10;0;7680.7;Oel/Essig/Senf
869;2022-10;0;14180.872;Pasteten/Terrinen
870;2022-10;0;136576.15;Pilze
871;2022-10;0;479.6;Post/cargo
872;2022-10;0;0;Sponsoring
873;2022-10;0;64843.16;Teigw./Spätzli/Gnoc.
874;2022-10;1;74523.8;Bofrost
875;2022-10;1;440072.002;Convenience
876;2022-10;1;6471.346;Federwild
877;2022-10;1;3081800.221;Fisch
878;2022-10;1;1476117.039;Fleisch
879;2022-10;1;17065.1;Früchte
880;2022-10;1;1898307.961;Geflügel
881;2022-10;1;34726.86;Gemüse
882;2022-10;1;86058.163;Gesperrte Artikel
883;2022-10;1;489852.543;Haarwild
884;2022-10;1;8739.5;Kolonialwaren
885;2022-10;1;7585.15;Konserven divers
886;2022-10;1;1266431.46;Krusten/Sch-Weichtie
887;2022-10;1;90712.24;Milchprodukte
888;2022-10;1;186.1;Non Food
889;2022-10;1;30184.825;Nordsee
890;2022-10;1;11762.5;Oel/Essig/Senf
891;2022-10;1;17073.134;Pasteten/Terrinen
892;2022-10;1;127152.89;Pilze
893;2022-10;1;52.4;Post/cargo
894;2022-10;1;105735.81;Teigw./Spätzli/Gnoc.
895;2022-11;0;231131.732;Convenience
896;2022-11;0;3689.059;Federwild
897;2022-11;0;2887402.514;Fisch
898;2022-11;0;1839626.256;Fleisch
899;2022-11;0;11022.2;Früchte
900;2022-11;0;1596190.917;Geflügel
901;2022-11;0;22042.65;Gemüse
902;2022-11;0;57871.037;Gesperrte Artikel
903;2022-11;0;331404.531;Haarwild
904;2022-11;0;6503.36;Kolonialwaren
905;2022-11;0;9679.424;Konserven divers
906;2022-11;0;1322558.486;Krusten/Sch-Weichtie
907;2022-11;0;72606.248;Milchprodukte
908;2022-11;0;850.2;Non Food
909;2022-11;0;7096.25;Nordsee
910;2022-11;0;10278.6;Oel/Essig/Senf
911;2022-11;0;9915.317;Pasteten/Terrinen
912;2022-11;0;141226.09;Pilze
913;2022-11;0;287.6;Post/cargo
914;2022-11;0;66408.06;Teigw./Spätzli/Gnoc.
915;2022-11;1;474283.817;Convenience
916;2022-11;1;3167.161;Federwild
917;2022-11;1;3288841.457;Fisch
918;2022-11;1;1682661.737;Fleisch
919;2022-11;1;19799.6;Früchte
920;2022-11;1;2135535.345;Geflügel
921;2022-11;1;36480.15;Gemüse
922;2022-11;1;74391.605;Gesperrte Artikel
923;2022-11;1;279815.155;Haarwild
924;2022-11;1;8388.32;Kolonialwaren
925;2022-11;1;9450.278;Konserven divers
926;2022-11;1;1355797.809;Krusten/Sch-Weichtie
927;2022-11;1;90956.741;Milchprodukte
928;2022-11;1;1428.1;Non Food
929;2022-11;1;37499.391;Nordsee
930;2022-11;1;11232.7;Oel/Essig/Senf
931;2022-11;1;17915.577;Pasteten/Terrinen
932;2022-11;1;122851.99;Pilze
933;2022-11;1;562.4;Post/cargo
934;2022-11;1;0;Sponsoring
935;2022-11;1;120036.08;Teigw./Spätzli/Gnoc.
936;2022-12;0;264499.898;Convenience
937;2022-12;0;1326.781;Federwild
938;2022-12;0;3857146.755;Fisch
939;2022-12;0;2377835.565;Fleisch
940;2022-12;0;14652.3;Früchte
941;2022-12;0;1828394.422;Geflügel
942;2022-12;0;30069.4;Gemüse
943;2022-12;0;62286.41;Gesperrte Artikel
944;2022-12;0;166408.799;Haarwild
945;2022-12;0;6644.76;Kolonialwaren
946;2022-12;0;9375.65;Konserven divers
947;2022-12;0;1953728.138;Krusten/Sch-Weichtie
948;2022-12;0;83999.061;Milchprodukte
949;2022-12;0;1072.45;Non Food
950;2022-12;0;6460.228;Nordsee
951;2022-12;0;12847;Oel/Essig/Senf
952;2022-12;0;38090.293;Pasteten/Terrinen
953;2022-12;0;220655.407;Pilze
954;2022-12;0;6474.4;Post/cargo
955;2022-12;0;82747.99;Teigw./Spätzli/Gnoc.
956;2022-12;1;423399.758;Convenience
957;2022-12;1;1863.091;Federwild
958;2022-12;1;3869694.822;Fisch
959;2022-12;1;2088399.672;Fleisch
960;2022-12;1;26028.7;Früchte
961;2022-12;1;2073764.562;Geflügel
962;2022-12;1;39406.8;Gemüse
963;2022-12;1;76311.141;Gesperrte Artikel
964;2022-12;1;139856.836;Haarwild
965;2022-12;1;9997.61;Kolonialwaren
966;2022-12;1;14878.66;Konserven divers
967;2022-12;1;1928534.2;Krusten/Sch-Weichtie
968;2022-12;1;91473.593;Milchprodukte
969;2022-12;1;1025;Non Food
970;2022-12;1;31738.137;Nordsee
971;2022-12;1;14963.6;Oel/Essig/Senf
972;2022-12;1;50067.25;Pasteten/Terrinen
973;2022-12;1;198435.37;Pilze
974;2022-12;1;104.8;Post/cargo
975;2022-12;1;88863.555;Teigw./Spätzli/Gnoc.
